,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (),PDO (),,Zone Starts (EV),Zone Starts (EV),,,,,,,
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
751,Gemel Smith\smithge02,25,TBL,C,3,15,25,37.5,-6.3,13,19,40.6,2.0,9.1,93.3,102.4,30.8,69.2,9:10,7:30,1,0,-0.6,1,100.0
752,Givani Smith\smithgi01,21,DET,RW,21,113,132,46.1,0.2,93,102,47.7,2.2,4.5,93.8,98.2,47.2,52.8,9:41,8:21,2,6,-0.7,28,78.6
753,Reilly Smith\smithre01,28,VEG,RW,71,1031,899,53.4,-1.5,769,693,52.6,-3.0,10.2,91.0,101.2,56.8,43.2,17:55,14:05,58,41,7.4,266,63.5
754,Zack Smith\smithza01,31,CHI,C,50,406,487,45.5,-4.1,284,370,43.4,-5.9,7.9,94.4,102.3,41.5,58.5,11:47,10:21,21,14,-5.7,76,56.6
755,Vladimir Sobotka\sobotvl01,32,BUF,C,16,155,195,44.3,-4.4,117,147,44.3,-3.8,9.8,94.3,104.1,39.8,60.2,14:16,12:36,3,3,-2.3,32,71.9
756,Carl Soderberg\soderca01,34,ARI,C,70,795,921,46.3,-2.6,611,693,46.9,-1.8,8.3,93.9,102.2,46.0,54.0,15:54,12:33,28,24,-5.5,219,61.6
757,Marcus Sorensen\sorenma01,27,SJS,RW,66,673,711,48.6,-1.9,487,532,47.8,-2.6,7.4,90.1,97.5,45.8,54.2,13:51,11:47,28,18,-3.8,124,62.9
758,Carson Soucy\soucyca01,25,MIN,D,55,633,711,47.1,-3.6,487,524,48.2,-2.8,11.0,94.2,105.1,43.2,56.8,15:38,14:15,17,16,1.0,112,54.5
759,Jason Spezza\spezzja01,36,TOR,C,58,519,506,50.6,-1.2,385,385,50.0,-1.3,9.5,90.8,100.4,45.3,54.7,10:50,9:28,20,33,-0.2,132,55.3
760,Daniel Sprong\spronda01,22,ANA,RW,8,118,91,56.5,7.6,96,69,58.2,9.0,6.6,88.2,94.8,41.9,58.1,14:05,11:19,1,0,0.4,31,54.8
761,Jared Spurgeon\spurgja01,30,MIN,D,62,1103,1006,52.3,3.9,818,763,51.7,2.7,9.7,90.2,99.8,49.2,50.8,22:34,17:25,10,23,10.3,234,47.9
762,Eric Staal\staaler01,35,MIN,C,66,871,891,49.4,-0.6,635,677,48.4,-2.4,11.9,88.2,100.1,55.7,44.3,17:07,13:59,25,46,-0.7,232,48.7
763,Jordan Staal\staaljo01,31,CAR,C,68,994,791,55.7,2.1,747,614,54.9,1.9,8.2,91.6,99.8,46.6,53.4,17:30,13:58,30,41,6.3,202,61.9
764,Marc Staal\staalma01,33,NYR,D,52,654,857,43.3,-5.4,513,640,44.5,-5.0,8.8,93.4,102.1,47.1,52.9,17:39,14:49,19,34,-5.0,87,52.9
765,Steven Stamkos\stamkst01,29,TBL,C,57,838,781,51.8,-0.8,626,608,50.7,-1.6,13.4,89.6,103.0,57.6,42.4,18:25,14:28,24,33,6.1,319,55.2
766,Paul Stastny\stastpa01,34,VEG,C,71,1049,810,56.4,2.6,789,600,56.8,2.8,8.0,90.2,98.2,52.4,47.6,17:08,13:43,41,18,16.4,200,68.0
767,Troy Stecher\stechtr01,25,VAN,D,69,975,1028,48.7,0.4,738,759,49.3,0.3,8.4,93.7,102.2,39.3,60.7,15:21,14:34,16,25,-3.4,177,48.6
768,Sam Steel\steelsa01,21,ANA,C,65,772,810,48.8,1.2,590,641,47.9,-0.1,6.8,91.9,98.7,57.5,42.5,15:33,13:14,25,37,-8.9,168,50.6
769,Alex Steen\steenal01,35,STL,C,55,537,569,48.6,-3.2,397,414,49.0,-2.6,11.0,90.9,101.9,47.7,52.3,14:02,11:18,16,12,1.8,115,61.7
770,Kevin Stenlund\stenlke01,23,CBJ,C,32,329,358,47.9,1.0,242,256,48.6,-0.2,6.8,93.6,100.4,51.3,48.7,13:59,11:49,6,9,1.5,100,57.0
771,Derek Stepan\stepade01,29,ARI,C,70,934,954,49.5,1.7,700,734,48.8,0.8,6.9,92.4,99.3,46.8,53.2,17:39,13:44,38,28,-3.1,258,61.2
772,Mitchell Stephens\stephmi01,22,TBL,C,38,334,292,53.4,1.2,256,233,52.4,1.0,7.3,87.9,95.2,43.5,56.5,10:47,9:26,6,4,1.6,82,52.4
773,Chandler Stephenson\stephch02,25,TOT,C,65,806,676,54.4,0.1,629,501,55.7,1.5,10.3,93.6,103.9,51.8,48.2,14:19,12:21,37,22,10.6,133,54.9
774,Chris Stewart\stewach02,32,PHI,RW,16,67,128,34.4,-18.2,51,97,34.5,-16.9,10.8,86.1,96.9,50.0,50.0,7:47,7:36,3,1,-4.5,12,41.7
775,Riley Stillman\stillri01,21,FLA,D,34,485,539,47.4,-3.9,362,399,47.6,-3.4,8.6,90.9,99.5,47.1,52.9,19:07,16:39,13,28,-5.4,83,47.0
776,Mark Stone\stonema01,27,VEG,RW,65,1139,839,57.6,5.3,888,628,58.6,6.5,9.6,89.9,99.5,54.2,45.8,19:24,14:57,78,38,24.5,276,61.2
777,Michael Stone\stonemi01,29,CGY,D,33,444,533,45.4,-7.7,331,401,45.2,-7.2,7.7,91.5,99.3,53.1,46.9,16:19,14:49,6,9,-5.1,110,51.8
778,Anton Stralman\stralan01,33,FLA,D,69,1137,1264,47.4,-3.7,869,943,48.0,-3.2,9.7,89.3,99.0,48.1,51.9,21:04,18:09,40,48,-6.6,168,53.0
779,Ben Street\streebe01,32,NJD,C,3,12,23,34.3,-14.1,8,17,32.0,-17.4,16.7,100.0,116.7,40.0,60.0,8:08,5:30,0,0,-0.8,6,66.7
780,Dylan Strome\stromdy01,22,CHI,C,58,749,769,49.3,1.8,540,567,48.8,1.8,10.0,92.0,102.0,56.6,43.4,15:56,13:13,30,26,-5.4,147,66.0
781,Ryan Strome\stromry01,26,NYR,C,70,994,1041,48.8,3.2,787,785,50.1,3.9,12.2,91.8,104.0,53.0,47.0,19:35,14:22,27,54,10.1,241,63.9
782,Jack Studnicka\studnja01,20,BOS,C,2,19,19,50.0,6.3,16,17,48.5,8.5,18.2,100.0,118.2,50.0,50.0,12:08,11:06,0,3,0.5,4,75.0
783,Nico Sturm\sturmni01,24,MIN,C,6,56,51,52.3,2.7,38,32,54.3,4.2,10.7,96.0,106.7,43.1,56.9,11:54,11:22,1,1,-0.1,4,50.0
784,P.K. Subban\subbapk01,30,NJD,D,68,1118,1249,47.2,1.9,876,946,48.1,2.1,6.5,91.1,97.6,48.2,51.8,22:07,17:53,19,65,-7.5,292,51.7
785,C.J. Suess\frankcl01,25,WPG,LW,1,2,13,13.3,-18.6,1,12,7.7,-19.8,,87.5,,25.0,75.0,6:26,6:26,0,0,-0.5,1,0.0
786,Oskar Sundqvist\sundqos01,25,STL,C,57,598,662,47.5,-5.6,454,494,47.9,-4.5,9.5,92.1,101.6,38.6,61.4,14:23,12:27,36,11,-2.2,167,58.1
787,Antti Suomela\suomean01,25,SJS,C,20,165,185,47.1,-2.9,115,132,46.6,-3.2,11.9,93.6,105.5,46.7,53.3,9:41,9:16,6,4,1.4,29,62.1
788,Ryan Suter\suterry01,35,MIN,D,69,1295,1287,50.2,1.1,949,994,48.8,-1.5,10.4,89.9,100.3,49.5,50.5,24:38,19:08,19,27,2.5,253,43.9
789,Brandon Sutter\suttebr03,30,VAN,C/RW,44,430,535,44.6,-6.5,335,392,46.1,-5.4,8.2,93.3,101.5,31.9,68.1,14:51,11:36,15,9,-4.2,112,67.9
790,Nick Suzuki\suzukni01,20,MTL,C,71,943,822,53.4,-1.6,689,617,52.8,-1.9,7.1,90.4,97.5,53.7,46.3,15:59,13:23,31,37,0.3,222,62.2
791,Andrei Svechnikov\svechan01,19,CAR,RW,68,1034,800,56.4,3.1,791,630,55.7,3.1,10.8,89.1,100.0,54.1,45.9,16:44,13:44,29,66,11.1,320,57.2
792,Evgeny Svechnikov\svechev01,23,DET,LW,4,34,28,54.8,-1.6,28,24,53.8,-1.5,0.0,94.7,94.7,42.9,57.1,8:20,7:36,0,3,0.7,10,70.0
793,Jordan Szwarz\szwarjo01,28,OTT,RW,3,7,15,31.8,-14.8,5,5,50.0,2.3,0.0,100.0,100.0,50.0,50.0,4:55,4:55,0,0,-0.1,2,100.0
794,Brandon Tanev\tanevbr01,28,PIT,LW,68,690,703,49.5,-1.8,505,529,48.8,-3.3,7.2,91.9,99.1,38.2,61.8,14:46,12:26,33,37,-4.9,162,59.3
795,Chris Tanev\tanevch01,30,VAN,D,69,959,1119,46.2,-3.3,727,809,47.3,-2.6,11.6,90.5,102.2,45.7,54.3,19:32,15:51,20,45,-10.4,98,45.9
796,Vladimir Tarasenko\tarasvl01,28,STL,RW,10,122,110,52.6,4.4,94,82,53.4,5.1,11.4,86.2,97.6,58.7,41.3,16:11,13:43,3,5,0.5,47,55.3
797,Tomas Tatar\tatarto01,29,MTL,C,68,1224,791,60.7,8.6,917,609,60.1,8.2,9.2,88.4,97.7,52.4,47.6,16:18,13:58,31,29,17.5,264,61.4
798,John Tavares\tavarjo01,29,TOR,C,63,1110,978,53.2,1.4,837,768,52.1,0.8,10.0,88.1,98.1,53.2,46.8,19:32,16:26,35,47,4.2,357,55.2
799,Matt Tennyson\tennyma01,29,NJD,D,20,197,232,45.9,-2.0,159,180,46.9,-2.3,14.8,86.2,100.9,53.2,46.8,12:09,12:05,2,8,0.0,26,53.8
800,Teuvo Teravainen\teravte01,25,CAR,F,68,1076,788,57.7,5.1,812,624,56.5,4.3,10.4,90.2,100.6,56.0,44.0,19:12,14:19,44,44,10.5,317,57.4
801,Troy Terry\terrytr01,22,ANA,C/RW,47,509,516,49.7,1.3,397,401,49.7,1.5,6.5,91.1,97.7,57.2,42.8,14:31,12:28,31,19,-1.2,140,52.1
802,Alexandre Texier\texieal01,20,CBJ,C,36,403,393,50.6,1.0,314,289,52.1,0.2,7.9,92.9,100.8,55.2,44.8,12:45,11:55,16,12,0.4,85,57.6
803,Shea Theodore\theodsh01,24,VEG,D,71,1513,1094,58.0,5.7,1163,852,57.7,4.9,7.3,91.6,98.9,58.7,41.3,22:15,18:56,55,54,27.7,442,49.5
804,Robert Thomas\thomaro01,20,STL,C,66,751,706,51.5,0.5,559,551,50.4,-0.7,10.2,91.4,101.5,56.2,43.8,14:34,12:52,46,30,8.6,146,59.6
805,Nate Thompson\thompna01,35,TOT,C,70,638,724,46.8,-8.6,473,510,48.1,-6.9,6.6,92.1,98.8,38.2,61.8,12:47,10:27,25,33,-1.3,115,58.3
806,Tage Thompson\thompta01,22,BUF,C,1,7,6,53.8,1.5,5,4,55.6,7.6,0.0,100.0,100.0,66.7,33.3,6:59,6:59,1,0,0.0,2,0.0
807,Joe Thornton\thornjo01,40,SJS,C,70,912,819,52.7,3.4,666,608,52.3,3.3,7.1,87.7,94.8,51.3,48.7,15:30,12:60,55,30,-3.3,125,60.8
808,Calvin Thurkauf\thurkca01,22,CBJ,C,3,13,19,40.6,-7.5,9,14,39.1,-11.1,0.0,100.0,100.0,28.6,71.4,8:15,8:15,0,0,-0.2,3,33.3
809,Chris Tierney\tiernch01,25,OTT,C,71,906,989,47.8,-0.7,684,757,47.5,-1.6,9.9,90.1,100.0,41.7,58.3,17:11,13:45,32,42,-5.6,181,56.4
810,Dmytro Timashov\timasdm01,23,TOT,LW,44,308,345,47.2,-5.2,226,260,46.5,-5.4,8.0,94.6,102.6,36.5,63.5,8:32,8:17,5,7,-2.8,66,56.1
811,Conor Timmins\timmico01,21,COL,D,2,24,18,57.1,12.7,19,12,61.3,17.9,14.3,100.0,114.3,55.6,44.4,10:25,9:32,1,0,0.3,4,25.0
812,Jarred Tinordi\tinorja01,27,NSH,D,28,345,445,43.7,-6.4,268,332,44.7,-6.3,9.0,92.3,101.3,44.5,55.5,16:37,15:08,1,18,-5.0,52,38.5
813,Brady Tkachuk\tkachbr01,20,OTT,LW,71,1203,1151,51.1,4.1,917,872,51.3,4.0,7.5,90.6,98.1,53.3,46.7,18:55,15:46,35,40,6.4,432,60.2
814,Matthew Tkachuk\tkachma01,22,CGY,LW,69,1098,949,53.6,4.3,811,734,52.5,3.7,11.0,88.2,99.2,47.7,52.3,18:18,15:10,40,86,7.6,323,58.2
815,Devon Toews\toewsde01,25,NYI,D,68,1142,1108,50.8,6.1,847,824,50.7,5.5,8.5,91.5,100.0,53.6,46.4,20:31,17:47,32,57,11.5,259,47.1
816,Jonathan Toews\toewsjo01,31,CHI,C,70,1092,1079,50.3,2.2,796,827,49.0,1.1,12.0,89.5,101.5,55.3,44.7,19:47,14:26,58,40,-1.6,285,60.4
817,Tyler Toffoli\toffoty01,27,TOT,C,68,1056,808,56.7,4.6,790,613,56.3,3.9,8.0,89.6,97.6,55.2,44.8,16:51,13:45,35,34,9.5,351,57.8
818,Dominic Toninato\tonindo01,25,FLA,C,46,410,496,45.3,-5.0,306,364,45.7,-4.5,9.1,93.6,102.7,39.2,60.8,11:09,10:25,17,13,-3.1,65,58.5
819,Yakov Trenin\treniya01,23,NSH,C,21,195,194,50.1,1.0,137,124,52.5,2.2,10.0,90.2,100.2,42.2,57.8,9:44,9:42,7,3,-0.1,45,55.6
820,Vincent Trocheck\trochvi01,26,TOT,C,62,830,735,53.0,4.2,612,546,52.8,3.9,10.7,86.7,97.4,58.2,41.8,16:44,14:04,51,64,2.6,238,59.2
821,Zach Trotman\trotmza01,29,PIT,D,8,99,84,54.1,0.1,78,59,56.9,1.8,6.5,89.6,96.0,64.5,35.5,14:43,13:36,0,6,-0.7,29,37.9
822,Jacob Trouba\troubja01,25,NYR,D,70,1169,1423,45.1,-2.5,880,1055,45.5,-3.0,7.8,91.2,99.0,45.3,54.7,22:34,18:16,43,69,-7.4,333,50.5
823,Alexander True\trueal01,22,SJS,F,12,119,98,54.8,3.7,92,76,54.8,3.2,9.4,91.5,100.9,58.6,41.4,10:00,9:29,2,5,1.6,18,66.7
824,Alex Tuch\tuchal01,23,VEG,RW,42,502,446,53.0,-3.0,370,333,52.6,-3.8,6.9,88.8,95.7,60.3,39.7,14:37,12:42,27,27,3.0,170,58.2
825,Kyle Turris\turriky01,30,NSH,C,62,793,771,50.7,0.4,575,582,49.7,-1.7,8.2,89.7,97.9,55.2,44.8,15:25,12:18,21,29,-6.3,162,54.3
826,Carsen Twarynski\twaryca01,22,PHI,F,15,112,145,43.6,-9.8,81,100,44.8,-8.3,1.6,94.5,96.2,48.6,51.4,10:41,10:23,6,0,-1.7,18,77.8
827,T.J. Tynan\tynant.01,27,COL,C,16,100,116,46.3,-2.6,70,76,47.9,-0.8,3.4,94.4,97.9,55.1,44.9,8:28,7:54,5,0,-1.4,13,53.8
828,Urho Vaakanainen\vaakaur01,21,BOS,D,5,50,79,38.8,-9.7,39,65,37.5,-14.3,12.0,97.6,109.6,54.3,45.7,16:51,15:16,1,3,-0.7,9,22.2
829,James van Riemsdyk\vanrija01,30,PHI,LW,66,787,702,52.9,1.6,595,518,53.5,3.0,9.4,91.6,101.0,49.6,50.4,14:54,12:17,17,16,7.9,236,64.0
830,Trevor van Riemsdyk\vanritr01,28,CAR,D,49,627,553,53.1,-1.1,463,434,51.6,-2.1,7.1,90.0,97.1,53.0,47.0,14:51,13:29,13,17,-0.3,113,51.3
831,Sami Vatanen\vatansa01,28,NJD,D,47,685,747,47.8,0.0,507,559,47.6,-1.3,7.9,89.7,97.6,50.1,49.9,21:45,16:21,14,24,-4.4,200,47.5
832,Frank Vatrano\vatrafr01,25,FLA,LW,69,817,797,50.6,1.2,614,593,50.9,1.2,7.5,90.3,97.8,58.3,41.7,15:01,12:10,32,18,-2.0,238,68.1
833,Lukas Vejdemo\vejdelu01,24,MTL,C,7,39,31,55.7,4.1,28,24,53.8,5.3,5.3,86.7,91.9,48.0,52.0,8:01,7:53,2,2,0.8,10,70.0
834,Carter Verhaeghe\verhaca01,24,TBL,C,52,466,392,54.3,2.1,360,312,53.6,2.3,7.2,88.7,95.8,50.4,49.6,9:22,9:00,19,11,2.3,97,58.8
835,Max Veronneau\veronma01,24,OTT,RW,4,27,17,61.4,12.0,22,13,62.9,13.5,0.0,81.8,81.8,50.0,50.0,8:25,7:44,0,1,-0.4,6,50.0
836,Jimmy Vesey\veseyji02,26,BUF,LW,64,686,700,49.5,0.0,533,546,49.4,0.4,9.4,93.5,103.0,51.3,48.7,13:48,12:25,26,16,-3.2,163,57.1
837,Gabriel Vilardi\vilarga01,20,LAK,C,10,104,114,47.7,-0.2,76,92,45.2,-1.6,11.1,90.3,101.4,57.1,42.9,12:51,11:24,1,0,-1.1,29,65.5
838,Jake Virtanen\virtaja01,23,VAN,RW,69,821,863,48.8,0.4,639,632,50.3,1.6,6.8,92.5,99.3,52.0,48.0,13:05,12:02,37,31,-4.9,242,62.0
839,Marc-Edouard Vlasic\vlasima01,32,SJS,D,70,1068,1104,49.2,-1.6,787,804,49.5,-0.6,8.6,89.9,98.5,47.8,52.2,20:17,16:38,18,40,-4.9,200,37.0
840,Alexander Volkov\volkoal01,22,TBL,RW,9,73,71,50.7,-3.5,49,57,46.2,-8.7,3.0,82.9,86.0,55.9,44.1,10:16,10:16,4,2,-0.8,13,53.8
841,Jakub Voracek\voracja01,30,PHI,RW,69,921,798,53.6,3.2,695,626,52.6,2.2,10.2,91.6,101.8,54.9,45.1,17:03,13:58,28,30,5.3,251,52.6
842,Mikhail Vorobyev\vorobmi01,23,PHI,C,20,126,148,46.0,-6.1,96,114,45.7,-6.3,12.1,87.6,99.8,52.1,47.9,10:26,9:44,5,4,-4.2,28,53.6
843,Jakub Vrana\vranaja01,23,WSH,LW,69,870,827,51.3,-1.1,683,633,51.9,-0.1,10.5,90.9,101.5,50.9,49.1,14:53,12:49,31,42,0.2,313,59.7
844,Austin Wagner\wagneau01,22,LAK,LW,65,760,625,54.9,2.3,582,484,54.6,2.7,4.4,92.9,97.2,53.0,47.0,11:45,11:36,20,21,6.2,202,61.4
845,Chris Wagner\wagnech01,28,BOS,C,67,567,688,45.2,-6.9,450,528,46.0,-6.0,6.8,91.6,98.4,30.4,69.6,12:26,10:43,16,21,-1.5,139,56.1
846,Oliver Wahlstrom\wahlsol01,19,NYI,RW,9,63,74,46.0,0.7,48,48,50.0,3.6,6.1,91.2,97.2,58.0,42.0,10:17,9:21,1,5,0.5,16,56.3
847,Nathan Walker\walkena01,25,STL,C,5,69,49,58.5,15.3,48,42,53.3,10.8,5.4,87.5,92.9,50.0,50.0,11:08,11:06,0,1,0.3,10,60.0
848,Sean Walker\walkese01,25,LAK,D,70,1293,1061,54.9,2.7,964,826,53.9,1.7,6.7,89.3,96.0,50.1,49.9,18:50,16:48,25,65,0.6,269,47.2
849,Lucas Wallmark\wallmlu01,24,TOT,C,67,642,624,50.7,-3.8,473,457,50.9,-3.0,7.9,91.2,99.0,46.5,53.5,12:46,10:35,22,17,-0.8,143,58.7
850,Jake Walman\walmaja01,23,STL,D,1,8,7,53.3,13.3,4,5,44.4,3.2,33.3,100.0,133.3,71.4,28.6,11:04,11:04,0,0,0.3,1,100.0
851,Austin Watson\watsoau01,28,NSH,LW,53,419,586,41.7,-12.3,320,413,43.7,-10.2,9.4,88.4,97.7,29.9,70.1,11:37,10:20,18,20,-9.0,89,56.2
852,Jordan Weal\wealjo01,27,MTL,C,49,601,466,56.3,1.6,441,348,55.9,2.1,5.4,91.3,96.7,48.0,52.0,13:37,11:32,22,12,4.3,137,62.8
853,Shea Weber\webersh01,34,MTL,D,65,1408,1159,54.9,0.0,1065,866,55.2,1.3,8.6,90.6,99.3,49.4,50.6,24:00,18:28,18,79,11.3,378,48.9
854,Yannick Weber\weberya01,31,NSH,D,41,522,595,46.7,-4.4,394,451,46.6,-5.0,7.6,93.3,100.9,46.6,53.4,14:01,13:40,11,11,-5.8,94,47.9
855,Anton Wedin\wedinan01,26,CHI,F,4,22,23,48.9,-2.8,18,16,52.9,0.9,8.3,100.0,108.3,16.7,83.3,9:04,8:58,1,0,-0.3,3,66.7
856,MacKenzie Weegar\weegama01,26,FLA,D,45,716,669,51.7,2.2,560,494,53.1,3.6,10.3,89.9,100.2,46.4,53.6,20:07,17:46,25,38,3.1,132,58.3
857,Dale Weise\weiseda01,31,MTL,RW,23,168,188,47.2,-9.7,128,146,46.7,-8.1,7.0,93.3,100.3,46.2,53.8,9:16,8:48,8,12,0.9,22,68.2
858,Alexander Wennberg\wennbal01,25,CBJ,C,57,647,674,49.0,1.7,512,500,50.6,1.5,6.3,91.7,98.0,47.2,52.8,16:41,12:58,20,25,0.8,111,64.9
859,Zach Werenski\werenza01,22,CBJ,D,63,1144,1147,49.9,2.4,882,846,51.0,1.5,9.2,91.6,100.8,58.7,41.3,23:59,19:04,32,47,3.6,334,56.0
860,Blake Wheeler\wheelbl01,33,WPG,RW,71,1083,980,52.5,4.9,822,748,52.4,6.3,9.0,90.6,99.6,57.6,42.4,19:19,15:22,37,46,1.7,308,58.4
861,Colin White\whiteco02,23,OTT,C,61,784,802,49.4,2.0,589,622,48.6,0.7,7.1,91.6,98.6,55.5,44.5,15:42,13:19,23,29,-0.8,151,55.0
862,Colton White\whiteco03,22,NJD,D,6,36,89,28.8,-13.5,27,64,29.7,-12.8,10.0,91.7,101.7,40.4,59.6,13:59,13:02,2,6,-2.2,4,50.0
863,Zach Whitecloud\whiteza01,23,VEG,D,16,199,126,61.2,4.4,151,91,62.4,4.9,9.9,90.9,100.8,69.8,30.2,14:19,13:17,8,1,4.7,29,31.0
864,Justin Williams\williju01,38,CAR,RW,20,220,174,55.8,3.5,151,132,53.4,1.6,11.6,88.5,100.1,49.7,50.3,13:37,11:07,3,13,0.3,86,69.8
865,Colin Wilson\wilsoco01,30,COL,C,9,105,86,55.0,8.1,78,63,55.3,9.2,11.1,100.0,111.1,32.1,67.9,12:37,10:16,1,3,1.4,20,60.0
866,Scott Wilson\wilsosc01,27,BUF,C/LW,6,43,40,51.8,1.6,33,34,49.3,0.5,12.5,93.1,105.6,33.3,66.7,11:38,11:29,5,0,-0.7,12,66.7
867,Tom Wilson\wilsoto01,25,WSH,RW,68,990,920,51.8,-0.5,722,703,50.7,-2.1,11.5,87.3,98.8,51.4,48.6,18:16,14:18,25,40,1.8,255,60.4
868,Luke Witkowski\witkolu01,29,TBL,D,12,66,109,37.7,-14.1,50,87,36.5,-13.5,7.9,90.5,98.4,52.4,47.6,8:48,8:25,2,2,-2.9,13,76.9
869,Christian Wolanin\wolanch01,24,OTT,D,3,58,56,50.9,-9.2,45,40,52.9,-6.8,6.3,95.8,102.1,66.7,33.3,17:30,14:24,0,2,0.4,7,57.1
870,Miles Wood\woodmi01,24,NJD,LW,68,731,942,43.7,-2.9,552,711,43.7,-3.9,7.0,91.0,98.0,40.0,60.0,13:14,12:10,15,22,-8.1,221,63.8
871,Kailer Yamamoto\yamamka01,21,EDM,RW,27,432,433,49.9,3.2,330,328,50.2,3.3,13.5,93.3,106.8,53.8,46.3,17:23,16:23,19,10,0.5,73,60.3
872,Keith Yandle\yandlke01,33,FLA,D,69,1066,1092,49.4,-0.4,813,840,49.2,-1.2,9.2,91.7,100.9,58.1,41.9,19:42,15:45,25,66,-1.7,272,47.4
873,Alexander Yelesin\yelesal01,23,CGY,D,4,43,40,51.8,-4.6,36,31,53.7,0.2,8.7,88.0,96.7,52.0,48.0,12:30,10:39,0,2,0.5,7,28.6
874,Danil Yurtaykin\yurtada01,22,SJS,F,4,38,29,56.7,8.3,29,24,54.7,8.7,5.0,87.5,92.5,65.4,34.6,12:54,10:53,2,0,-0.5,8,25.0
875,Pavel Zacha\zachapa01,22,NJD,C,65,682,859,44.3,-2.1,535,639,45.6,-1.4,9.4,89.2,98.6,44.1,55.9,16:16,12:24,35,31,-8.3,154,63.0
876,Filip Zadina\zadinfi01,20,DET,RW,28,286,327,46.7,1.6,219,257,46.0,1.0,6.3,89.6,95.9,53.5,46.5,15:10,12:38,12,17,-1.5,107,56.1
877,Nikita Zadorov\zadorni01,24,COL,D,64,959,968,49.8,-2.0,694,701,49.7,-1.8,9.0,92.5,101.4,45.7,54.3,17:46,15:36,23,35,-3.0,162,40.1
878,Nikita Zaitsev\zaitsni01,28,OTT,D,58,986,1214,44.8,-6.8,746,913,45.0,-7.0,6.9,92.1,99.0,43.9,56.1,22:09,18:46,20,44,-10.6,165,38.8
879,Travis Zajac\zajactr01,34,NJD,C,69,833,978,46.0,0.2,634,726,46.6,-0.1,7.8,89.9,97.8,45.2,54.8,17:06,13:26,36,17,-6.1,124,58.9
880,Mika Zibanejad\zibanmi01,26,NYR,C,57,853,843,50.3,4.5,653,635,50.7,3.9,11.7,89.8,101.5,49.8,50.2,21:38,15:17,42,43,-0.1,350,59.4
881,Mats Zuccarello\zuccama01,32,MIN,LW,65,766,825,48.1,-2.2,570,607,48.4,-2.3,10.5,89.0,99.5,54.6,45.4,15:56,13:16,33,17,2.0,164,58.5
882,Jason Zucker\zuckeja01,28,TOT,LW,60,775,776,50.0,0.3,577,585,49.7,-0.4,11.1,89.2,100.2,54.1,45.9,16:19,13:45,31,25,2.6,173,64.2
883,Valentin Zykov\zykovva01,24,VEG,LW,15,107,128,45.5,-8.2,74,102,42.0,-12.1,9.1,90.7,99.8,54.7,45.3,12:13,10:50,5,12,-1.3,31,61.3
